chembl_id,pref_name,atc,drh_indication,drh_moa,pain_prior,cns_prior
CHEMBL17157,TERFENADINE,R06AX12,,histamine receptor antagonist,False,True
CHEMBL592,LEVORPHANOL,,,,False,False
CHEMBL593,DELAVIRDINE,J05AG02,human immunodeficiency virus (HIV-1),non-nucleoside reverse transcriptase inhibitor,False,False
CHEMBL594,EMEDASTINE,S01GX06,conjunctivitis,histamine receptor antagonist,False,True
CHEMBL595,PIOGLITAZONE,A10BG03,diabetes mellitus,insulin sensitizer|PPAR receptor agonist,False,False
CHEMBL596,FENTANYL,N02AB03;N01AH01;N01AH51,,,True,True
CHEMBL121,ROSIGLITAZONE,A10BG02,,insulin sensitizer|PPAR receptor agonist,False,False
CHEMBL17879,MARALIXIBAT CHLORIDE,A05AX04,,,False,False
CHEMBL17860,LOFEXIDINE,N07BC04,opioid withdrawal,adrenergic receptor agonist,False,True
CHEMBL597,PHENTOLAMINE,C04AB01;V03AB36,pheochromocytoma|hypertension,adrenergic receptor antagonist,False,True
CHEMBL18442,PLERIXAFOR,L03AX16,non-Hodgkin lymphoma (NHL)|multiple myeloma,CC chemokine receptor antagonist,False,False
CHEMBL18116,TOLOXATONE,N06AG03,depression,monoamine oxidase inhibitor,False,True
CHEMBL599,MELOXICAM,M01AC56;M01AC06,osteoarthritis|rheumatoid arthritis,cyclooxygenase inhibitor,False,False
CHEMBL600,ACETYLCYSTEINE,R05CB01;S01XA08;V03AB23,acetaminophen overdose|hepatic injury,mucolytic agent,False,False
CHEMBL601,AMINOLEVULINIC ACID,L01XD04,,,False,False
CHEMBL19019,NALTREXONE,N07BB04,abstinence from alcohol,opioid receptor antagonist,True,True
CHEMBL603,ZAFIRLUKAST,R03DC01,asthma,leukotriene receptor antagonist,False,False
CHEMBL276568,"CEFPROZIL ANHYDROUS, (E)-",,,,False,False
CHEMBL122,ROFECOXIB,M01AH02,,cyclooxygenase inhibitor,False,False
CHEMBL19236,MOXONIDINE,C02AC05,hypertension,imidazoline receptor agonist,False,False
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,,,,False,False
CHEMBL606,MISOPROSTOL,G02AD06;A02BB01,duodenal ulcer disease,prostanoid receptor agonist,False,False
CHEMBL278623,MACIMORELIN,V04CD06,,,False,False
CHEMBL607,MEPERIDINE,N02AB52;N02AB02;N02AB72,,,False,True
CHEMBL282052,METHAQUALONE,N05CM01;N05CX02,,,False,True
CHEMBL608,PROBUCOL,C10AX02,coronary artery disease (CAD),atherogenesis inhibitor,False,False
CHEMBL19299,LOXOPROFEN,M01AE19;M02AA31,pain relief,cyclooxygenase inhibitor|prostanoid receptor antagonist,False,True
CHEMBL609,TRIENTINE,A16AX12,Wilson's disease,chelating agent,False,False
CHEMBL19490,ZOMEPIRAC,M01AB04,,prostaglandin synthesis inhibitor,False,False
CHEMBL611,TERAZOSIN,G04CA03,benign prostatic hyperplasia (BPH)|hypertension,adrenergic receptor antagonist,False,True
CHEMBL19393,LEVAMFETAMINE,,,,False,False
CHEMBL612,DEXTROAMPHETAMINE,N06BA02,,,False,True
CHEMBL282724,SITAXENTAN,C02KX03,,endothelin receptor antagonist,False,False
CHEMBL614,PYRAZINAMIDE,J04AK01,tuberculosis,fatty acid synthase inhibitor,False,False
CHEMBL19449,IBUDILAST,R03DC04,asthma|stroke,leukotriene receptor antagonist|phosphodiesterase inhibitor,False,False
CHEMBL282042,SAQUINAVIR MESYLATE,,,,False,False
CHEMBL20883,TEGAFUR,L01BC03;L01BC53,,,False,False
CHEMBL615,PENICILLIN V,J01CE02,,,False,False
CHEMBL617,CEPHALOTHIN,J01DB03,skin infections|surgical prophylaxis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL125,MILTEFOSINE,P01CX04,leishmaniasis,membrane integrity inhibitor,False,False
CHEMBL126,LINEZOLID,J01XX08,pneumonia|skin infections,bacterial 50S ribosomal subunit inhibitor,False,False
CHEMBL620,CLIDINIUM,,peptic ulcer disease (PUD)|irritable bowel syndrome|enterocolitis,acetylcholine receptor antagonist,False,True
CHEMBL127,MEROPENEM,J01DH02,skin infections|intra-abdominal infections|meningitis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL621,TRAZODONE,N06AX05,depression,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,False,True
CHEMBL622,ETODOLAC,M01AB08,osteoarthritis|rheumatoid arthritis,cyclooxygenase inhibitor,False,False
CHEMBL21333,PRANLUKAST,R03DC02,bronchospasm|asthma,leukotriene receptor antagonist,False,False
CHEMBL623,NEFAZODONE,N06AX06,,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,False,True
CHEMBL625,THIABENDAZOLE,D01AC06;P02CA02,,,False,False
CHEMBL21536,XANOMELINE,,,acetylcholine receptor agonist,False,True
CHEMBL626,NAFTIFINE,D01AE22,tinea pedis|tinea cruris|tinea corporis,fungal squalene epoxidase inhibitor,False,False
CHEMBL22097,LORMETAZEPAM,N05CD06,,,False,True
CHEMBL628,PENTOXIFYLLINE,C04AD03,claudication,phosphodiesterase inhibitor,True,True
CHEMBL629,AMITRIPTYLINE,N06AA09,depression,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),True,True
CHEMBL21869,DIBROMSALAN,,,,False,False
CHEMBL24944,TRIBROMSALAN,,,,False,False
CHEMBL128,SUMATRIPTAN,N02CC01,migraine headache,serotonin receptor agonist,True,True
CHEMBL631,PROPAFENONE,C01BC03,atrial fibrillation (AF)|ventricular tachycardia (VT)|ventricular arrhythmias,antiarrhythmic,False,False
CHEMBL632,BETAMETHASONE,D07AC01;D07XC01;H02AB01;S02BA07;S01CB04;S03BA03;R03BA04;S01BA06;A07EA04;R01AD06;C05AA05,corticosteroid-responsive dermatoses,glucocorticoid receptor agonist,False,False
CHEMBL633,AMIODARONE,C01BD01,ventricular arrhythmias,potassium channel blocker,False,True
CHEMBL634,ALFENTANIL,N01AH02,,,False,False
CHEMBL635,PREDNISONE,A07EA03;H02AB07,congenital adrenal hyperplasia|hypercalcemia|rheumatoid arthritis|psoriatic arthritis|ankylosing spondylitis|bursitis|osteoarthritis|epicondylitis|dermatomyositis|psoriasis|mycosis|conjunctivitis|anemia|ulcerative colitis|enteritis|multiple sclerosis|meningitis,glucocorticoid receptor agonist,False,False
CHEMBL636,RIVASTIGMINE,N06DA03,Alzheimer's disease|Parkinson's Disease|senile dementia,acetylcholinesterase inhibitor,False,True
CHEMBL637,VENLAFAXINE,N06AX16,depression|generalized anxiety disorder (GAD)|panic disorders|social anxiety disorder,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),True,True
CHEMBL129,ZIDOVUDINE,J05AF01,human immunodeficiency virus (HIV-1)|acquired immunodeficiency syndrome (AIDS),nucleoside reverse transcriptase inhibitor,False,False
CHEMBL638,VORICONAZOLE,J02AC03,esophageal candidiasis|aspergillosis|skin infections,cytochrome P450 inhibitor,False,False
CHEMBL639,AZELASTINE,R01AC03;R06AX19;S01GX07,conjunctivitis,histamine receptor antagonist,False,True
CHEMBL130,CHLORAMPHENICOL,S01AA01;S03AA08;D06AX02;G01AA05;S02AA01;D10AF03;J01BA01,meningitis|fever|cholera,bacterial 50S ribosomal subunit inhibitor,False,False
CHEMBL640,PROCAINAMIDE,C01BA02,ventricular arrhythmias|ventricular tachycardia (VT),sodium channel blocker,False,True
CHEMBL641,ATOMOXETINE,N06BA09,attention-deficit/hyperactivity disorder (ADHD),norepinephrine transporter inhibitor,False,True
CHEMBL642,ACEBUTOLOL,C07AB04,hypertension|ventricular arrhythmias,adrenergic receptor antagonist,False,True
CHEMBL643,PROMETHAZINE,R06AD52;D04AA10;R06AD02,sedative|allergic rhinitis,histamine receptor antagonist,False,True
CHEMBL131,PREDNISOLONE,S02BA03;D07XA02;R01AD02;A01AC04;D07AA03;R01AD52;C05AA04;S03BA02;A07EA01;H02AB06;A01AC54;S01BA04;S01CB02,conjunctivitis|rosacea|punctate keratitis|shingles|iritis|cyclitis,glucocorticoid receptor agonist,True,True
CHEMBL644,TRIMIPRAMINE,N06AA06,depression,norepinephrine reputake inhibitor|tricyclic antidepressant,False,True
CHEMBL645,BISOPROLOL,C07AB07,hypertension,adrenergic receptor antagonist,False,True
CHEMBL646,TRIAZOLAM,N05CD05,,,False,True
CHEMBL647,APRACLONIDINE,S01EA03,glaucoma|intraocular pressure,adrenergic receptor agonist,False,True
CHEMBL648,CYCLIZINE,R06AE53;R06AE03,nausea|vomiting|vertigo|motion sickness,histamine receptor modulator,False,True
CHEMBL434394,NEBIVOLOL,C07AB12,hypertension,adrenergic receptor antagonist,False,True
CHEMBL650,METHYLPREDNISOLONE,H02BX01;D07AA01;D10AA02;H02AB04,hypercalcemia|thyroiditis|ankylosing spondylitis|bursitis|osteoarthritis|psoriatic arthritis|seborrheic dermatitis|mycosis|allergic rhinitis|psoriasis|anemia|multiple sclerosis|ulcerative colitis|enteritis,glucocorticoid receptor agonist,False,False
CHEMBL651,METHADONE,N02AC52;N07BC02,,,True,True
CHEMBL652,FLECAINIDE,C01BC04,ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias,sodium channel blocker,False,True
CHEMBL134,CLONIDINE,C02AC01;N02CX02;S01EA04,hypertension|attention-deficit/hyperactivity disorder (ADHD),adrenergic receptor agonist,True,True
CHEMBL654,MIRTAZAPINE,N06AX11,depression,adrenergic receptor antagonist|serotonin receptor antagonist,False,True
CHEMBL655,MIDAZOLAM,N05CD08,,,True,True
CHEMBL22242,REMOXIPRIDE,N05AL04,,dopamine receptor antagonist,False,True
CHEMBL656,OXYCODONE,N02AA05,,,True,True
CHEMBL135,ESTRADIOL,G03CA03,contraceptive,estrogen receptor agonist,False,False
CHEMBL657,DIPHENHYDRAMINE,D04AA32;R06AA52;R06AA02,headache,histamine receptor antagonist,False,True
CHEMBL658,SUFENTANIL,N01AH03,,,True,True
CHEMBL659,GALANTAMINE,N06DA04,senile dementia,acetylcholinesterase inhibitor,False,True
CHEMBL660,AMANTADINE,N04BB01,influenza A virus infection|Parkinson's Disease,glutamate receptor antagonist,False,True
CHEMBL661,ALPRAZOLAM,N05BA12,,,False,True
CHEMBL21731,MAPROTILINE,N06AA21,depression|dysthymic disorder,norepinephrine reputake inhibitor|tricyclic antidepressant,False,True
CHEMBL666,FOSCARNET,J05AD01,cytomegalovirus retinitis|acquired immunodeficiency syndrome (AIDS)|virus herpes simplex (HSV),DNA polymerase inhibitor,False,False
CHEMBL667,ACETYLCHOLINE,S01EB09,drowsiness|fatigue|headache|indigestion|chest congestion,acetylcholine receptor agonist,False,True
CHEMBL137,METRONIDAZOLE,D06BX01;P01AB51;G01AF01;A01AB17;P01AB01;J01XD01,rosacea,DNA inhibitor,False,False
CHEMBL668,PROTRIPTYLINE,N06AA11,depression,tricyclic antidepressant,False,True
CHEMBL669,CYCLOBENZAPRINE,M03BX08,spasms,adrenergic receptor agonist|serotonin receptor agonist,False,True
CHEMBL671,THIOTEPA,L01AC01,breast cancer|ovarian cancer|bladder cancer,cytochrome P450 inhibitor,False,False
CHEMBL672,FENOFIBRATE,C10AB05,hypercholesterolemia|hypertriglyceridemia,PPAR receptor agonist,False,False
CHEMBL673,PARGYLINE,C02KC01,hypertension,monoamine oxidase inhibitor,False,True
CHEMBL25105,HEXAMIDINE,R02AA18;R01AX07;S01AX08;D08AC04;S03AA05,,,False,False
CHEMBL675,ALENDRONATE SODIUM,,,,False,False
CHEMBL677,LEVONORDEFRIN,,hemorrhage,vasodilator,False,False
CHEMBL679,EPINEPHRINE,R03AA01;S01EA51;R01AA14;B02BC09;S01EA01;A01AD01;C01CA24;R03AK01,cardiac arrest|anaphylactic shock|asthma,adrenergic receptor agonist|carbonic anhydrase activator|neurotransmitter,False,True
CHEMBL680,CEFACLOR ANHYDROUS,,,,False,False
CHEMBL681,ETOMIDATE,N01AX07,general anaesthetic,GABA receptor modulator,False,True
CHEMBL682,AMODIAQUINE,P01BA06,malaria,histamine receptor agonist,False,True
CHEMBL684,DIETHYLCARBAMAZINE,P02CB02,filariasis,lipoxygenase inhibitor,False,False
CHEMBL685,MEBENDAZOLE,P02CA51;P02CA01,pinworm|whipworm|hookworm|ascariasis,tubulin polymerization inhibitor,False,False
CHEMBL139,DICLOFENAC,M01AB55;S01BC03;D11AX18;M01AB05;M02AA15,rheumatoid arthritis|osteoarthritis|migraine headache,cyclooxygenase inhibitor,True,True
CHEMBL686,MEFENAMIC ACID,M01AG01,,,False,False
CHEMBL688,FENTANYL CITRATE,,,,False,False
CHEMBL689,MANNITOL,B05CX04;B05BC01;A06AD16;R05CB16;V04CX04,,,False,False
CHEMBL690,PRAVASTATIN SODIUM,,,,False,False
CHEMBL24072,PRENYLAMINE,C01DX02;C01DX52,,calcium channel blocker,False,True
CHEMBL691,ETHINYL ESTRADIOL,L02AA03;G03CA01,,,False,False
CHEMBL695,TRIMETHADIONE,N03AC02,seizures,oxazolidine antiepileptic,False,True
CHEMBL696,ETHOSUXIMIDE,N03AD51;N03AD01,epilepsy,succinimide antiepileptic,False,True
CHEMBL697,METHSUXIMIDE,N03AD03,seizures,T-type calcium channel blocker,False,True
CHEMBL698,TETRACAINE,C05AD02;D04AB06;S01HA03;N01BA03,anesthetic,membrane integrity inhibitor,False,True
CHEMBL24441,BETAHISTINE,N07CA01,Meniere's disease,histamine receptor agonist|histamine receptor antagonist,False,True
CHEMBL700,SULFAPYRIDINE,J01EB04,gram-negative bacterial infections|gram-positive bacterial infections,PABA antagonist,False,False
CHEMBL701,BACLOFEN,M03BX01,multiple sclerosis|spasms,benzodiazepine receptor agonist,True,True
CHEMBL702,PIPERACILLIN,J01CA12,intra-abdominal infections|skin infections|pelvic inflammatory disease|pneumonia,bacterial cell wall synthesis inhibitor,False,False
CHEMBL703,SUXAMETHONIUM,M03AB01,,,False,False
CHEMBL704,MESALAMINE,A07EC02,,,False,False
CHEMBL705,ALITRETINOIN,D11AH04;L01XF02,,,False,False
CHEMBL706,CETYL ALCOHOL,,,,False,False
CHEMBL24778,SILODOSIN,G04CA04,benign prostatic hyperplasia (BPH),adrenergic receptor antagonist,False,True
CHEMBL707,DOXAZOSIN,C02CA04,benign prostatic hyperplasia (BPH)|hypertension,adrenergic receptor antagonist,False,True
CHEMBL279516,INDORAMIN,C02CA02,benign prostatic hyperplasia (BPH)|hypertension,adrenergic receptor antagonist,False,True
CHEMBL24828,VANDETANIB,L01EX04,medullary thyroid cancer (MTC),EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,False,False
CHEMBL278819,MINAPRINE,N06AX07,,serotonin reuptake inhibitor,False,True
CHEMBL25202,TAMIBAROTENE,,acute promyelocytic leukemia (APL),retinoid receptor agonist,False,False
CHEMBL708,ZIPRASIDONE,N05AE04,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,False,True
CHEMBL709,ALFUZOSIN,G04CA01,benign prostatic hyperplasia (BPH),adrenergic receptor antagonist,False,True
CHEMBL710,FINASTERIDE,G04CB01;D11AX10,androgenetic alopecia,5 alpha reductase inhibitor,False,False
CHEMBL711,PHENINDIONE,B01AA02,deep vein thrombosis (DVT),vitamin K antagonist,False,False
CHEMBL712,ANISINDIONE,,deep vein thrombosis (DVT),vitamin K antagonist,False,False
CHEMBL24924,FLUINDIONE,B01AA12,,,False,False
CHEMBL713,ENTECAVIR ANHYDROUS,,,,False,False
CHEMBL141,LAMIVUDINE,J05AF05,human immunodeficiency virus (HIV-1)|acquired immunodeficiency syndrome (AIDS)|hepatitis B,nucleoside reverse transcriptase inhibitor,False,False
CHEMBL714,ALBUTEROL,R03AC02;R03CC02,asthma,adrenergic receptor agonist,False,True
CHEMBL715,OLANZAPINE,N05AH03,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,False,True
CHEMBL716,QUETIAPINE,N05AH04,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,False,True
CHEMBL28333,MEDAZEPAM,N05BA03,,,False,True
CHEMBL717,MEDROXYPROGESTERONE ACETATE,L02AB02;G03AC06;G03DA02,,,False,False
CHEMBL28218,BROMPERIDOL,N05AD06,schizophrenia,dopamine receptor antagonist,False,True
CHEMBL719,MUPIROCIN,D06AX09;R01AX06,impetigo,isoleucyl-tRNA synthetase inhibitor,False,False
CHEMBL720,BENZYL ALCOHOL,P03AX06,,,False,False
CHEMBL28318,PROPYPHENAZONE,N02BB04;N02BB54;N02BB74,,anti-inflammatory agent,False,True
CHEMBL27810,CELIPROLOL,C07AB08,Ehlers-Danlos syndrome (EDS),adrenergic receptor antagonist,False,True
CHEMBL434200,TERTATOLOL,C07AA16,,,False,False
CHEMBL723,CARVEDILOL,C07AG02,myocardial infarction|hypertension,adrenergic receptor antagonist,False,True
CHEMBL726,FLUPHENAZINE,N05AB02,schizophrenia,dopamine receptor antagonist,False,True
CHEMBL727,THIOGUANINE,L01BB03,acute myeloid leukemia (AML),purine antagonist,False,False
CHEMBL27193,DILEVALOL,,,,False,False
CHEMBL728,PROCHLORPERAZINE,N05AB04,nausea|vomiting,dopamine receptor antagonist,False,True
CHEMBL729,LOPINAVIR,,human immunodeficiency virus (HIV-1),HIV protease inhibitor,False,False
CHEMBL730,NITROGLYCERIN,C01DA52;C05AE01;C01DA02,,,False,False
CHEMBL284906,NICORANDIL,C01DX16,angina pectoris,nitric oxide donor|potassium channel activator,False,True
CHEMBL282121,MEBEVERINE,A03AA04,irritable bowel syndrome,acetylcholine receptor antagonist,False,True
CHEMBL738,THIOPENTAL SODIUM,,,,False,False
CHEMBL30219,METHOHEXITAL SODIUM,,,,False,False
CHEMBL741,LAMOTRIGINE,N03AX09,epilepsy|bipolar disorder,serotonin receptor antagonist|sodium channel blocker,True,True
CHEMBL742,KETAMINE,N01AX03,,,True,True
CHEMBL744,RILUZOLE,N07XX02,amyotrophic lateral sclerosis (ALS),glutamate inhibitor,True,True
CHEMBL746,NEDOCROMIL,R01AC07;R03BC03;S01GX04,itching|conjunctivitis,histamine receptor antagonist,False,True
CHEMBL748,PRALIDOXIME CHLORIDE,,,,False,False
CHEMBL750,ZONISAMIDE,N03AX15,seizures|epilepsy,sodium channel blocker|T-type calcium channel blocker,True,True
CHEMBL752,ADENOSINE PHOSPHATE,,,,False,False
CHEMBL753,PHENOXYBENZAMINE,C04AX02,hypertension|pheochromocytoma,adrenergic receptor antagonist,False,True
CHEMBL760,ANAGRELIDE,L01XX35,thrombocythemia|myeloproliferative neoplasms,phosphodiesterase inhibitor,False,False
CHEMBL761,NAPHAZOLINE,R01AA08;S01GA51;S01GA01;R01AB02,eye irritation,adrenergic receptor agonist,False,True
CHEMBL762,OXYMETAZOLINE,D11AX27;R01AA05;S01GA04;R01AB07,nasal congestion,adrenergic receptor agonist,False,True
CHEMBL765,GUANETHIDINE,S01EX01;C02CC02,hypertension,adrenergic inhibitor,False,True
CHEMBL766,CILASTATIN,,,dehydropeptidase inhibitor,False,False
CHEMBL768,ESMOLOL,C07AB09,ventricular tachycardia (VT)|hypertension,adrenergic receptor antagonist,False,True
CHEMBL770,TOLAZOLINE,M02AX02;C04AB02,reverse sedative,adrenergic receptor antagonist,False,True
CHEMBL771,CYCLOSERINE,J04AB01,,,False,False
CHEMBL148,IMIPENEM ANHYDROUS,,,,False,False
CHEMBL772,RESERPINE,C02AA52;C02AA02,hypertension,vesicular monoamine transporter inhibitor,False,True
CHEMBL776,METAPROTERENOL,R03AB03;R03CB03,bronchospasm|asthma|bronchitis|emphysema,adrenergic receptor agonist,False,True
CHEMBL777,CLAVULANIC ACID,,,,False,False
CHEMBL778,DEXMEDETOMIDINE,N05CM18,sedative,adrenergic receptor agonist,True,True
CHEMBL779,TADALAFIL,G04BE08,erectile dysfunction,phosphodiesterase inhibitor,False,False
CHEMBL33986,BUTORPHANOL,N02AF01,,,False,True
CHEMBL780,PENTETIC ACID,,,,False,False
CHEMBL781,MAZINDOL,A08AA05,,,False,False
CHEMBL290106,BITHIONOL,D10AB01;P02BX01,,autotaxin inhibitor,False,False
CHEMBL782,TOLBUTAMIDE,V04CA01;A10BB03,diabetes mellitus,ATP channel blocker,False,False
CHEMBL783,NATEGLINIDE,A10BX03,diabetes mellitus,insulin secretagogue,False,False
CHEMBL32479,BROTIZOLAM,N05CD09,,,False,True
CHEMBL786,TAMOXIFEN CITRATE,,,,False,False
CHEMBL787,MONTELUKAST,R03DC53;R03DC03,asthma|allergic rhinitis|exercise-induced bronchoconstriction (EIB),leukotriene receptor antagonist,False,False
CHEMBL788,IDOXURIDINE,D06BB01;J05AB02;S01AD01,virus herpes simplex (HSV),DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor,False,False
CHEMBL36506,NOVOBIOCIN,,mastitis,bacterial DNA gyrase inhibitor,False,False
CHEMBL152,CIDOFOVIR ANHYDROUS,,,,False,False
CHEMBL790,CHLORHEXIDINE,D08AC02;D09AA12;S01AX09;B05CA02;D08AC52;A01AB03;R02AA05;S02AA09;S03AA04,cosmetic|skin infections|gingivitis,membrane integrity inhibitor,False,False
CHEMBL32800,FENOTEROL,G02CA03;R03CC04;R03AC04,,adrenergic receptor agonist,False,True
CHEMBL796,METHYLPHENIDATE,N06BA04,,,False,True
CHEMBL285674,ESTAZOLAM,N05CD04,,,False,True
CHEMBL797,PHENSUXIMIDE,N03AD02,seizures,succinimide antiepileptic,False,True
CHEMBL34259,METHOTREXATE,L04AX03;L01BA01,gestational choriocarcinoma|hydatidiform mole|acute lymphoblastic leukemia (ALL)|psoriasis|rheumatoid arthritis,dihydrofolate reductase inhibitor,False,False
CHEMBL284092,GEPIRONE,N06AX19,,,False,True
CHEMBL799,CILOSTAZOL,B01AC23,claudication,phosphodiesterase inhibitor,False,False
CHEMBL802,MINOXIDIL,C02DC01;D11AX01,androgenetic alopecia,KATP activator|Kir6 channel (KATP) activator|vasodilator,False,False
CHEMBL154,NAPROXEN,G02CC02;M01AE02;M02AA12,pain relief|rheumatoid arthritis|headache|toothache|backache|muscle pain|common cold|fever,cyclooxygenase inhibitor,False,True
CHEMBL416956,MEFLOQUINE,P01BC02,malaria,adenosine receptor antagonist|hemoglobin antagonist,False,True
CHEMBL803,CYTARABINE,L01BC01,acute lymphoblastic leukemia (ALL)|chronic lymphocytic leukemia (CLL)|acute myeloid leukemia (AML)|non-Hodgkin lymphoma (NHL),ribonucleotide reductase inhibitor,False,False
CHEMBL806,FLUTAMIDE,L02BB01,prostate cancer,androgen receptor antagonist,False,False
CHEMBL807,MEMANTINE,N06DX01,Alzheimer's disease|senile dementia,glutamate receptor antagonist,True,True
CHEMBL808,ECONAZOLE,D01AC03;G01AF05,tinea pedis|tinea cruris|tinea corporis|tinea versicolor|cutaneous candidiasis,lanosterol demethylase inhibitor|sterol demethylase inhibitor,False,False
CHEMBL809,SERTRALINE,N06AB06,depression|obsessive compulsive disorder (OCD)|panic disorders|posttraumatic stress disorder|premenstrual syndrome|social anxiety disorder,selective serotonin reuptake inhibitor (SSRI),False,True
CHEMBL36715,PIRACETAM,N06BX03,senile dementia,acetylcholine receptor agonist,False,True
CHEMBL810,TEMOZOLOMIDE,L01AX03,glioblastoma|astrocytoma,DNA alkylating agent,False,False
CHEMBL811,BROMPHENIRAMINE,R06AB51;R06AB01,allergic rhinitis|common cold,histamine receptor antagonist,False,True
CHEMBL37744,ZIMELDINE,N06AB02,,,False,True
CHEMBL812,PYRIDOSTIGMINE BROMIDE,,,,False,False
